"","YEAR","METRO","HHINCOME","SFRELATE","SPLOC","SPRULE","NCHILD","NCHLT5","RELATE","RELATED","SEX","AGE","MARST","EDUC","EDUCD","EMPSTAT","EMPSTATD","WKSWORK2","UHRSWORK","INCTOT","INCWAGE","INCSS","INCWELFR","PRICEINDEX"
"8548",2018,2,55882.2448044687,0,0,0,0,0,3,301,2,27,6,7,71,1,10,72,40,26078.380908752,26078.380908752,0,0,1.34210786024119
"8549",2016,3,199702.187657846,0,1,11,0,0,2,201,2,38,1,11,114,1,10,72,40,66567.3958859485,66567.3958859485,0,0,1.27690138496078
"8550",2016,3,65784.2500519962,0,2,11,1,1,1,101,2,35,1,7,71,1,10,72,40,3132.58333580934,0,0,0,1.27690138496078
"8551",2018,3,89411.5916871499,0,1,11,0,0,2,201,2,45,1,7,71,1,10,72,37,63333.2107783978,63333.2107783978,0,0,1.34210786024119
"8552",2005,4,150500,0,1,11,2,0,2,201,2,38,1,7,71,1,10,72,40,75000,75000,0,0,1
"8553",2015,4,71926.4763936863,2,2,11,1,0,4,401,2,41,1,8,81,1,10,72,40,32110.0341043243,32110.0341043243,0,0,1.24571652182123
"8554",2012,4,47628.1807187448,1,0,0,1,1,3,301,2,26,6,6,63,1,10,7,20,2055.89269289546,2055.89269289546,0,0,1.16737610299101
"8555",2008,3,128042.122646047,0,2,11,1,0,1,101,2,49,1,10,101,1,10,72,40,59448.128371379,32010.5306615117,0,0,1.09339018368985
"8556",2009,0,34990.3859649667,0,2,21,0,0,1,101,2,46,6,6,63,1,10,72,33,10766.2726046051,10766.2726046051,0,0,1.11459187786748
"8557",2006,4,156793.689902058,0,1,11,2,0,2,201,2,44,1,11,115,1,10,72,35,116575.234127924,0,0,0,1.0293781599299
"8558",2009,2,32837.1314440457,0,1,21,0,0,11,1114,2,25,6,6,63,3,30,33,35,14893.3437697038,14893.3437697038,0,0,1.11459187786748
"8559",2018,1,16243.1058231656,0,0,0,0,0,1,101,2,50,4,6,63,1,10,59,25,16243.1058231656,8941.15916871499,0,0,1.34210786024119
"8560",2007,3,132470.366886335,0,0,0,0,0,7,701,2,34,6,10,101,1,10,72,50,66046.7476438984,65952.5297442638,0,0,1.06136944665247
"8561",2014,1,71337.4183645128,0,2,11,5,0,1,101,2,37,1,7,71,1,10,72,40,25448.3310621392,25448.3310621392,0,0,1.21815453926251
"8562",2016,1,17229.2083469514,0,0,0,2,0,1,101,2,51,5,6,63,1,10,7,25,2349.43750185701,2349.43750185701,0,0,1.27690138496078
"8563",2005,3,72000,0,1,11,3,2,2,201,2,36,1,7,71,1,10,72,40,50000,50000,0,0,1
"8564",2018,3,50964.6072616754,0,2,11,2,0,1,101,2,45,1,8,81,1,10,72,40,23247.013838659,23247.013838659,0,0,1.34210786024119
"8565",2012,2,80608.1260006094,0,1,11,0,0,2,201,2,33,1,11,114,1,10,72,50,36877.5751788123,36834.7440810436,0,0,1.16737610299101
"8566",2012,0,43687.7197240285,0,0,0,0,0,4,401,2,27,4,6,63,1,10,72,40,8566.21955373107,8566.21955373107,0,0,1.16737610299101
"8567",2016,3,55681.6687940111,0,2,11,1,1,1,101,2,35,1,11,114,1,10,72,50,32500.5521090219,32500.5521090219,0,0,1.27690138496078
"8568",2005,4,64400,0,1,11,3,1,2,201,2,37,1,8,81,1,10,46,38,13900,13900,0,0,1
"8569",2011,3,27594.8632317881,0,2,21,0,0,1,101,2,29,6,6,63,1,10,33,60,6570.20553137813,6570.20553137813,0,0,1.14151680098611
"8570",2009,1,60291.1265857888,0,1,11,0,0,2,201,2,44,1,8,81,2,20,46,35,11842.8998650657,10676.5536662334,0,0,1.11459187786748
"8571",2016,4,107290.97925147,0,0,0,1,0,10,1001,2,40,4,6,64,1,10,72,10,13313.4791771897,3915.72916976168,0,0,1.27690138496078
"8572",2005,4,85500,0,1,11,2,1,2,201,2,33,1,11,114,1,10,72,40,39000,39000,0,0,1
"8573",2016,4,46973.0871204611,0,5,21,3,1,1,101,2,26,6,6,64,1,10,72,30,11731.524592606,6186.85208822345,0,140.96625011142,1.27690138496078
"8574",2012,3,137059.512859697,0,0,0,2,1,1,101,2,47,2,11,116,1,10,72,45,137059.512859697,137059.512859697,0,0,1.16737610299101
"8575",2009,3,15341.9384615623,0,0,0,0,0,1,101,2,47,5,8,81,1,10,59,20,15341.9384615623,4485.94691858547,10855.9915429768,0,1.11459187786748
"8576",2008,2,103348.284707167,0,1,21,1,1,11,1114,2,29,6,10,101,1,10,72,40,60362.7149617079,60362.7149617079,0,0,1.09339018368985
"8577",2006,3,77716.8227519495,0,1,11,2,1,2,201,2,42,1,6,62,1,10,59,30,29143.8085319811,29143.8085319811,0,0,1.0293781599299
"8578",2009,2,29966.125416151,0,2,11,0,0,1,101,2,55,1,2,23,1,10,72,40,22429.7345929274,22429.7345929274,0,0,1.11459187786748
"8579",2005,3,121300,0,1,11,1,0,2,201,2,45,1,6,62,1,10,72,40,42000,42000,0,0,1
"8580",2018,0,95744.9127649897,1,0,0,1,0,3,301,2,28,6,7,71,1,10,7,30,2235.28979217875,2235.28979217875,0,0,1.34210786024119
"8581",2009,4,32298.8178138154,0,0,0,0,0,11,1115,2,35,4,8,81,1,10,20,20,2691.56815115128,1614.94089069077,0,0,1.11459187786748
"8582",2005,4,117000,0,1,11,0,0,2,201,2,39,1,10,101,1,10,72,40,66000,66000,0,0,1
"8583",2016,3,47380.3229541163,0,1,11,0,0,2,201,2,41,1,8,81,1,10,72,45,9789.3229244042,9789.3229244042,0,0,1.27690138496078
"8584",2011,2,49495.5483363819,0,0,0,0,0,10,1001,2,25,6,7,71,2,20,20,25,14454.4521690319,8760.27404183751,0,0,1.14151680098611
"8585",2005,1,102000,0,1,11,2,0,2,201,2,34,1,11,114,1,10,46,40,54000,54000,0,0,1
"8586",2012,1,54309.831970655,0,1,11,0,0,2,201,2,51,1,6,65,1,12,46,40,17132.4391074621,17132.4391074621,0,0,1.16737610299101
"8587",2005,4,73100,0,1,11,2,0,2,201,2,52,1,10,101,2,20,33,40,32100,27000,0,0,1
"8588",2016,4,75965.1458933766,0,1,11,0,0,2,201,2,50,1,10,101,1,10,72,45,35241.5625278551,35241.5625278551,0,0,1.27690138496078
"8589",2005,2,20000,0,0,0,0,0,1,101,2,35,3,7,71,3,30,72,34,20000,20000,0,0,1
"8590",2005,3,113000,0,2,11,1,0,1,101,2,50,1,10,101,1,10,72,40,68000,68000,0,0,1
"8591",2005,4,157600,0,0,0,0,0,12,1260,2,50,6,11,114,1,10,46,31,27600,25600,0,0,1
"8592",2014,2,30373.814493521,0,0,0,0,0,1,101,2,27,6,10,101,1,10,72,30,30373.814493521,30373.814493521,0,0,1.21815453926251
"8593",2014,1,43615.1557848857,1,0,0,5,3,3,301,2,30,6,6,63,1,10,20,33,12067.4344068854,3694.11257353633,0,6895.67680393449,1.21815453926251
"8594",2015,3,121215.378743824,0,2,11,2,1,1,101,2,40,1,10,101,1,10,33,20,802.750852608106,0,0,0,1.24571652182123
"8595",2014,2,23790.084973574,0,1,11,1,0,2,201,2,49,1,6,65,1,10,72,40,20522.8476307574,20522.8476307574,0,0,1.21815453926251
"8596",2012,3,37348.7172542675,0,1,11,1,1,2,201,2,25,1,6,65,3,30,20,30,8566.21955373107,8566.21955373107,0,0,1.16737610299101
"8597",2007,1,27605.8445929561,0,1,11,0,0,2,201,2,51,1,10,101,1,10,72,40,24873.5255035509,22612.295912319,0,0,1.06136944665247
"8598",2010,0,182841.512013716,0,1,11,2,0,2,201,2,39,1,10,101,1,10,72,50,57917.6329478146,57917.6329478146,0,0,1.12228343410662
"8599",2017,0,77207.837479561,0,0,0,1,0,1,101,2,48,4,6,65,1,10,72,45,77207.837479561,65741.3269627945,0,0,1.30815734900926
"8600",2007,3,80273.6504887325,0,2,11,2,0,1,101,2,44,1,10,101,1,10,46,15,24119.7823064736,23554.4749086656,0,0,1.06136944665247
"8601",2005,4,61300,0,1,11,2,2,2,201,2,29,1,8,81,1,10,72,36,28000,28000,0,0,1
"8602",2015,4,9633.01023129728,0,0,0,0,0,1,101,2,44,6,6,63,1,10,72,35,9633.01023129728,9633.01023129728,0,0,1.24571652182123
"8603",2007,4,57849.7903756828,0,2,11,0,0,1,101,2,39,1,6,65,1,10,72,50,27511.6266933215,27511.6266933215,0,0,1.06136944665247
"8604",2016,2,104275.867790753,0,1,11,1,0,2,201,2,47,1,11,114,1,10,72,40,36024.7083618074,36024.7083618074,0,0,1.27690138496078
"8605",2012,4,59106.9149207444,0,2,11,2,0,1,101,2,36,1,6,63,1,10,72,38,23128.7927950739,23128.7927950739,0,0,1.16737610299101
"8606",2017,4,89675.7565814584,0,2,11,0,0,1,101,2,53,1,8,81,1,10,72,60,76451.0477854544,76443.4034451099,0,0,1.30815734900926
"8607",2012,3,171324.391074621,0,1,11,2,0,2,201,2,39,1,10,101,1,10,20,30,12849.3293305966,12849.3293305966,0,0,1.16737610299101
"8608",2016,3,231028.021015939,0,1,11,2,0,2,201,2,42,1,11,114,1,10,72,50,90061.7709045186,90061.7709045186,0,0,1.27690138496078
"8609",2009,0,17943.7876743419,0,0,0,0,0,1,101,2,55,4,6,63,1,10,72,40,17943.7876743419,17943.7876743419,0,0,1.11459187786748
"8610",2016,3,167201.635548824,0,0,0,0,0,3,301,2,25,6,6,65,1,10,72,40,28193.2500222841,28193.2500222841,0,0,1.27690138496078
"8611",2015,2,93921.8497551485,0,1,11,2,0,2,201,2,42,1,7,71,1,10,72,40,44151.2968934459,44151.2968934459,0,0,1.24571652182123
"8612",2011,1,73936.7129131085,0,1,11,1,0,2,201,2,38,1,6,65,1,10,72,40,35041.09616735,35041.09616735,0,0,1.14151680098611
"8613",2014,0,46381.6356455118,0,1,11,0,0,2,201,2,53,1,7,71,1,10,72,40,16007.8211519908,16007.8211519908,0,0,1.21815453926251
"8614",2006,3,92288.7270179401,0,0,0,1,0,1,101,2,32,3,7,71,1,10,72,40,92288.7270179401,92288.7270179401,0,0,1.0293781599299
"8615",2016,2,27410.1041883317,0,0,0,0,0,1,101,2,47,6,6,63,1,10,72,43,27410.1041883317,27410.1041883317,0,0,1.27690138496078
"8616",2006,1,62173.4582015596,0,0,0,1,0,1,101,2,50,6,8,81,1,10,72,48,31086.7291007798,31086.7291007798,0,0,1.0293781599299
"8617",2005,1,81500,0,1,11,3,0,2,201,2,44,1,6,65,1,10,72,48,30000,30000,0,0,1
"8618",2007,4,111177.121568902,0,1,11,0,0,2,201,2,43,1,10,101,1,10,72,40,65952.5297442638,65952.5297442638,0,0,1.06136944665247
"8619",2017,4,22780.1342266427,0,1,11,3,0,2,201,2,44,1,1,17,1,10,72,25,11772.2841305469,7185.67992384033,0,0,1.30815734900926
"8620",2013,4,92308.3820060863,0,2,11,2,0,1,101,2,36,1,11,114,1,10,72,69,52028.3607670668,52028.3607670668,0,0,1.19165776291851
"8621",2008,2,22864.6647582227,0,0,0,0,0,1,101,2,50,4,6,61,1,10,72,36,22864.6647582227,22864.6647582227,0,0,1.09339018368985
"8622",2012,2,51397.3173223864,0,1,11,0,0,2,201,2,29,1,10,101,1,10,72,30,17132.4391074621,17132.4391074621,0,0,1.16737610299101
"8623",2010,4,155041.048198765,0,1,11,0,0,2,201,2,55,1,8,81,1,10,72,55,92668.2127165033,92668.2127165033,0,0,1.12228343410662
"8624",2016,0,116688.729258898,0,1,11,4,0,2,201,2,45,1,10,101,3,30,72,60,23494.3750185701,23494.3750185701,0,0,1.27690138496078
"8625",2012,4,42831.0977686554,0,0,0,3,0,1,101,2,49,4,10,101,1,10,72,50,42831.0977686554,42831.0977686554,0,0,1.16737610299101
"8626",2010,3,383147.417962466,0,0,0,0,0,3,301,2,27,6,10,101,1,10,20,20,17820.8101377891,17820.8101377891,0,0,1.12228343410662
"8627",2016,3,24590.7791861033,0,0,0,0,0,10,1001,2,40,5,0,2,1,10,72,30,10964.0416753327,10964.0416753327,0,0,1.27690138496078
"8628",2009,4,6459.76356276308,0,1,11,5,1,2,201,2,33,1,7,71,1,10,46,8,6459.76356276308,6459.76356276308,0,0,1.11459187786748
"8629",2008,3,88714.899261904,0,1,21,3,2,11,1114,2,43,4,6,65,1,10,46,40,27437.5977098672,27437.5977098672,0,0,1.09339018368985
"8630",2014,0,94405.0991014841,0,1,11,1,0,2,201,2,34,1,10,101,1,10,72,40,43508.4369772057,43508.4369772057,0,0,1.21815453926251
"8631",2008,3,96031.5919845352,0,2,11,1,1,1,101,2,34,1,10,101,1,10,72,48,50302.2624680899,50302.2624680899,0,0,1.09339018368985
"8632",2016,3,255540.485618647,0,0,0,0,0,12,1241,2,30,6,6,65,1,10,72,55,82230.3125649952,82230.3125649952,0,0,1.27690138496078
"8633",2015,2,44151.2968934459,0,0,0,0,0,1,101,2,52,5,8,81,1,10,72,40,44151.2968934459,44151.2968934459,0,0,1.24571652182123
"8634",2019,4,443344.256646076,0,2,11,1,1,1,101,2,35,1,11,115,1,10,33,40,88379.0838412112,88379.0838412112,0,0,1.38041711565142
"8635",2019,3,79686.0592010921,0,2,11,1,0,1,101,2,51,1,10,101,1,10,72,40,14488.3744001986,14488.3744001986,0,0,1.38041711565142
"8636",2009,1,35528.699595197,0,2,11,3,1,1,101,2,32,1,6,63,1,10,72,40,8613.01808368411,0,0,0,1.11459187786748
"8637",2013,4,122518.397935351,0,1,11,0,0,2,201,2,44,1,10,101,1,10,72,40,31888.3501475571,31888.3501475571,0,0,1.19165776291851
"8638",2011,4,11738.7672160623,0,0,0,2,0,1,101,2,25,2,6,65,1,10,72,30,11738.7672160623,11738.7672160623,0,0,1.14151680098611
"8639",2010,3,68610.119030488,0,2,11,1,1,1,101,2,31,1,7,71,1,10,46,30,34750.5797686887,30295.3772342415,0,0,1.12228343410662
"8640",2010,3,44552.0253444727,0,0,0,0,0,1,101,2,45,4,10,101,2,20,33,40,44552.0253444727,44552.0253444727,0,0,1.12228343410662
"8641",2006,4,30115.2688163804,0,0,0,0,0,1,101,2,38,5,8,81,1,12,20,50,30115.2688163804,28172.3482475817,0,0,1.0293781599299
"8642",2019,4,48536.0542406652,0,0,0,0,0,1,101,2,53,4,11,114,1,10,46,60,48536.0542406652,48536.0542406652,0,0,1.38041711565142
"8643",2015,2,60206.313945608,0,0,0,1,0,1,101,2,47,4,10,101,1,10,72,40,44151.2968934459,44151.2968934459,0,0,1.24571652182123
"8644",2006,1,62668.9029466033,0,1,11,2,0,2,201,2,40,1,6,62,1,10,72,40,20886.3961145864,15057.6344081902,0,0,1.0293781599299
"8645",2017,1,26602.3043988982,0,1,21,2,1,11,1114,2,25,6,6,63,1,10,59,15,5198.15143426747,5198.15143426747,0,0,1.30815734900926
"8646",2013,1,93986.7162243787,0,1,11,1,0,2,201,2,53,1,6,63,1,10,72,40,21818.3448378022,21818.3448378022,0,0,1.19165776291851
"8647",2016,4,316390.916916744,0,1,11,1,0,2,201,2,42,1,10,101,1,10,72,40,72049.4167236149,72049.4167236149,0,0,1.27690138496078
"8648",2017,0,236974.550679841,0,2,11,2,2,1,101,2,31,1,10,101,1,10,72,20,114665.105167665,114665.105167665,0,0,1.30815734900926
"8649",2005,1,72000,0,1,21,0,0,11,1114,2,41,6,11,116,1,10,59,40,40000,40000,0,0,1
"8650",2013,3,82238.3766963314,0,0,0,0,0,1,101,2,46,6,11,114,1,10,72,40,82238.3766963314,82238.3766963314,0,0,1.19165776291851
"8651",2013,2,63776.7002951142,0,1,21,0,0,11,1114,2,53,6,7,71,1,10,72,50,20140.0106195097,20140.0106195097,0,0,1.19165776291851
"8652",2011,3,52561.644251025,0,0,0,0,0,1,101,2,41,6,6,63,1,10,72,80,35041.09616735,35041.09616735,0,0,1.14151680098611
"8653",2009,2,80747.0445345385,0,2,11,3,0,1,101,2,37,1,6,63,1,10,72,40,35887.5753486838,35887.5753486838,0,0,1.11459187786748
"8654",2010,0,108965.343587511,2,3,31,1,0,8,801,2,47,1,11,114,1,10,46,36,49898.2683858095,49898.2683858095,0,0,1.12228343410662
"8655",2005,4,86100,0,1,11,0,0,2,201,2,52,1,11,114,2,20,33,45,39000,39000,0,0,1
"8656",2015,1,62614.5665034323,0,2,21,0,0,1,101,2,51,6,10,101,1,10,72,40,17660.5187573783,17660.5187573783,0,0,1.24571652182123
"8657",2016,1,40880.2125323119,0,2,21,0,0,1,101,2,29,6,7,71,1,10,72,40,14879.7708450944,14879.7708450944,0,0,1.27690138496078
"8658",2006,2,111135.056535288,0,0,0,0,0,1,101,2,51,4,11,114,1,10,72,45,102974.790146333,102974.790146333,0,0,1.0293781599299
"8659",2018,2,48878.3367889753,0,2,21,0,0,1,101,2,27,6,7,71,2,20,7,3,447.057958435749,447.057958435749,0,0,1.34210786024119
"8660",2006,3,91317.2667335407,0,2,11,2,0,1,101,2,39,1,11,114,1,10,59,38,42744.2525135722,42744.2525135722,0,0,1.0293781599299
"8661",2013,4,55385.0292036518,0,0,0,0,0,11,1115,2,28,6,7,71,1,10,72,40,29370.8488201184,29370.8488201184,0,0,1.19165776291851
"8662",2011,1,48794.7264130349,0,1,11,0,0,2,201,2,53,1,7,71,1,10,33,16,9373.49322476613,9373.49322476613,0,0,1.14151680098611
"8663",2006,3,31961.0433567392,0,0,0,2,0,1,101,2,40,4,8,81,1,10,20,25,31961.0433567392,34001.1099539779,0,0,1.0293781599299
"8664",2008,4,194806.943740057,2,6,11,0,0,8,801,2,26,1,6,63,1,10,72,40,34754.2904324985,34754.2904324985,0,0,1.09339018368985
"8665",2015,4,65022.8190612566,0,1,11,0,0,2,201,2,54,1,11,114,1,10,72,60,46559.5494512702,46559.5494512702,0,0,1.24571652182123
"8666",2009,4,87924.5596042753,0,1,11,0,0,2,201,2,45,1,8,81,2,20,46,40,20635.3558254932,17943.7876743419,0,0,1.11459187786748
"8667",2012,2,12849.3293305966,0,0,0,1,0,1,101,2,45,4,7,71,1,10,72,35,12849.3293305966,12849.3293305966,0,0,1.16737610299101
"8668",2015,4,73853.0784399458,0,2,21,0,0,1,101,2,44,6,11,116,1,10,72,40,36926.5392199729,36926.5392199729,0,0,1.24571652182123
"8669",2011,1,65702.0553137813,0,1,11,2,0,2,201,2,40,1,10,101,1,10,72,40,30660.9591464313,30660.9591464313,0,0,1.14151680098611
"8670",2018,4,54541.0709291614,0,1,11,0,0,2,201,2,30,1,11,114,1,10,72,20,2384.30911165733,2384.30911165733,0,0,1.34210786024119
"8671",2019,3,153649.210514106,0,0,0,0,0,3,301,2,25,6,10,101,1,10,72,36,44913.9606406155,44913.9606406155,0,0,1.38041711565142
"8672",2013,4,5035.00265487743,0,0,0,2,0,1,101,2,31,6,7,71,1,10,72,6,5035.00265487743,5035.00265487743,0,0,1.19165776291851
"8673",2011,2,32938.630397309,0,1,21,0,0,11,1114,2,25,6,10,101,1,10,72,40,17520.548083675,17520.548083675,0,0,1.14151680098611
"8674",2005,3,110000,0,1,11,2,0,2,201,2,39,1,6,62,1,10,72,40,60000,60000,0,0,1
"8675",2016,3,118020.077176617,0,1,11,1,0,2,201,2,51,1,8,81,1,10,20,25,13235.1645937945,11512.2437590993,0,0,1.27690138496078
"8676",2017,2,36616.3902502076,0,0,0,0,0,12,1241,2,51,6,10,101,1,10,72,27,17581.9827923753,7644.34034451099,9937.64244786429,0,1.30815734900926
"8677",2019,3,40929.6576805609,0,1,21,1,0,11,1114,2,47,4,6,63,3,30,33,20,4708.72168006453,4708.72168006453,0,0,1.38041711565142
"8678",2009,3,68365.8310392426,0,2,11,2,0,1,101,2,53,1,11,114,1,12,46,40,62803.2568601966,62803.2568601966,0,0,1.11459187786748
"8679",2009,3,66392.014395065,0,2,11,3,1,1,101,2,39,1,6,63,1,10,72,40,21532.5452092103,21532.5452092103,0,0,1.11459187786748
"8680",2005,1,63000,0,2,11,2,1,1,101,2,34,1,6,62,1,10,72,40,20000,20000,0,0,1
"8681",2011,3,127900.001010828,0,2,11,0,0,1,101,2,49,1,11,114,1,10,59,45,66578.082717965,65702.0553137813,0,0,1.14151680098611
"8682",2017,4,41279.4378603593,0,2,11,3,0,1,101,2,35,1,7,71,1,10,72,30,18346.4168268264,0,0,0,1.30815734900926
"8683",2014,1,63210.3707027328,0,2,11,1,0,1,101,2,54,1,7,71,1,10,72,40,38582.9535458239,38582.9535458239,0,0,1.21815453926251
"8684",2018,4,93137.0746741145,0,2,11,0,0,1,101,2,26,1,7,71,2,20,46,50,33529.3468826812,33529.3468826812,0,0,1.34210786024119
"8685",2008,1,102433.698116838,0,2,11,1,0,1,101,2,51,1,11,114,1,10,72,40,51216.8490584188,51216.8490584188,0,0,1.09339018368985
"8686",2012,3,55680.427099252,0,0,0,1,0,6,601,2,52,6,3,30,1,10,72,20,10279.4634644773,10279.4634644773,0,0,1.16737610299101
"8687",2009,0,86309.6187135845,0,2,11,4,0,1,101,2,48,1,11,114,1,10,72,40,17943.7876743419,17943.7876743419,0,0,1.11459187786748
"8688",2016,3,63591.4417169297,0,1,11,2,0,2,201,2,48,1,7,71,1,10,72,22,3132.58333580934,3132.58333580934,0,0,1.27690138496078
"8689",2015,3,57798.0613877837,0,2,11,3,1,1,101,2,26,1,8,81,1,10,72,30,16055.0170521621,16055.0170521621,0,0,1.24571652182123
"8690",2011,2,48181.5072301063,0,1,11,2,0,2,201,2,37,1,10,101,1,10,46,40,21900.6851045938,21900.6851045938,0,0,1.14151680098611
"8691",2013,3,60420.0318585292,0,1,21,0,0,11,1114,2,26,6,10,101,1,10,72,43,44475.8567847507,44475.8567847507,0,0,1.19165776291851
"8692",2017,2,221685.869990819,0,0,0,0,0,3,301,2,25,6,11,114,2,20,20,40,7644.34034451099,7644.34034451099,0,0,1.30815734900926
"8693",2019,4,28252.3300803872,0,0,0,0,0,1,101,2,39,4,10,101,1,10,46,45,28252.3300803872,28252.3300803872,0,0,1.38041711565142
"8694",2016,0,61868.5208822345,0,0,0,1,0,1,101,2,48,5,8,81,1,10,72,40,46988.7500371401,46988.7500371401,0,0,1.27690138496078
"8695",2008,4,98043.6824832588,0,1,11,0,0,2,201,2,54,1,6,63,1,10,72,40,20120.904987236,20120.904987236,0,0,1.09339018368985
"8696",2010,2,113162.144374961,0,1,11,1,0,2,201,2,52,1,11,114,1,10,72,65,40096.8228100255,40096.8228100255,0,0,1.12228343410662
"8697",2008,0,59448.128371379,0,0,0,1,0,1,101,2,38,4,10,101,1,10,72,40,59448.128371379,45729.3295164454,0,0,1.09339018368985
"8698",2015,0,9544.70763751039,0,0,0,3,0,1,101,2,32,6,6,63,1,10,72,25,9544.70763751039,8830.25937868917,0,0,1.24571652182123
"8699",2015,4,91529.6522143763,0,0,0,0,0,7,701,2,32,6,7,71,1,10,72,40,19266.0204625946,19266.0204625946,0,0,1.24571652182123
"8700",2019,3,73311.1744650047,0,1,11,3,0,2,201,2,54,1,7,71,1,10,72,40,36220.9360004964,36220.9360004964,0,0,1.38041711565142
"8701",2008,2,52314.3529668135,0,2,11,2,0,1,101,2,48,1,3,30,1,10,72,40,19023.4010788413,19023.4010788413,0,0,1.09339018368985
"8702",2019,2,102867.45824141,0,0,0,0,0,3,301,2,30,2,10,101,1,10,72,40,43465.1232005957,43465.1232005957,0,0,1.38041711565142
"8703",2010,1,89905.987145146,0,2,11,1,0,1,101,2,44,1,7,71,1,10,72,40,12029.0468430076,12029.0468430076,0,0,1.12228343410662
"8704",2010,4,73065.3215649353,0,0,0,0,0,1,101,2,40,6,6,64,1,10,72,80,73065.3215649353,73065.3215649353,0,0,1.12228343410662
"8705",2012,3,107763.041985937,0,1,11,1,0,2,201,2,51,1,8,81,1,10,72,40,33408.2562595512,33408.2562595512,0,0,1.16737610299101
"8706",2015,0,67992.9972159066,0,0,0,0,0,3,301,2,42,6,6,63,1,10,7,32,15091.7160290324,6422.00682086485,8669.70920816755,0,1.24571652182123
"8707",2010,4,34928.7878700666,0,0,0,0,0,3,301,2,27,4,1,16,3,30,33,18,4098.78633169149,4098.78633169149,0,0,1.12228343410662
"8708",2007,3,114945.837554288,0,2,11,1,0,1,101,2,54,1,10,101,1,10,33,40,18843.5799269325,18843.5799269325,0,0,1.06136944665247
"8709",2010,3,33324.9149576656,0,0,0,1,0,1,101,2,45,4,8,81,1,10,72,40,33324.9149576656,31186.4177411309,0,0,1.12228343410662
"8710",2018,4,91870.4104585465,0,2,11,1,0,1,101,2,54,1,10,101,1,10,72,52,48431.2788305395,48431.2788305395,0,0,1.34210786024119
"8711",2011,2,11388.3562543888,0,4,21,2,0,1,101,2,32,6,7,71,1,10,72,20,3066.09591464313,3066.09591464313,0,0,1.14151680098611
"8712",2018,0,49250.8850876717,0,3,21,1,1,1,101,2,31,6,11,114,1,10,20,40,13486.2484128118,6780.37903627553,0,0,1.34210786024119
"8713",2005,3,89000,0,1,11,0,0,2,201,2,51,1,6,62,1,10,72,50,43000,43000,0,0,1
"8714",2006,1,90200.0874064814,0,2,11,0,0,1,101,2,33,1,10,101,1,10,72,40,40849.9049589935,40801.3319447735,0,0,1.0293781599299
"8715",2010,4,53462.4304133673,0,2,11,2,0,1,101,2,49,1,6,63,1,10,72,38,26731.2152066836,26731.2152066836,0,0,1.12228343410662
"8716",2019,3,75629.3143690365,0,2,11,2,0,1,101,2,42,1,10,101,1,10,72,50,36510.7034885004,36220.9360004964,0,0,1.38041711565142
"8717",2005,3,13400,0,0,0,2,1,1,101,2,38,3,6,65,1,10,72,24,13400,13400,0,0,1
"8718",2016,3,99459.5209119466,0,1,11,1,1,2,201,2,33,1,10,101,1,10,72,30,58735.9375464252,58735.9375464252,0,0,1.27690138496078
"8719",2010,3,121805.237291788,0,1,11,0,0,2,201,2,30,1,11,115,1,10,72,40,49898.2683858095,49898.2683858095,0,0,1.12228343410662
"8720",2008,4,22864.6647582227,0,2,21,0,0,1,101,2,27,6,10,101,1,10,59,32,16462.5586259203,16462.5586259203,0,0,1.09339018368985
"8721",2019,3,136915.138081876,0,1,11,1,0,2,201,2,48,1,8,81,1,10,72,40,39118.6108805361,39118.6108805361,0,0,1.38041711565142
"8722",2016,2,13705.0520941659,0,1,11,1,0,2,201,2,55,1,6,61,1,10,20,24,7518.20000594242,7518.20000594242,0,0,1.27690138496078
"8723",2005,4,30031,0,2,11,1,0,1,101,2,45,1,6,65,1,10,72,50,8231,0,0,0,1
"8724",2012,2,83263.654062266,0,0,0,1,0,1,101,2,43,6,6,64,1,10,59,40,53110.5612331326,53110.5612331326,0,0,1.16737610299101
"8725",2011,3,94260.5486901716,0,1,11,1,0,2,201,2,34,1,8,81,1,10,72,40,46429.4524217388,46429.4524217388,0,0,1.14151680098611
"8726",2016,3,11120.6708421232,0,1,11,3,0,2,201,2,46,1,3,30,1,10,72,12,3524.15625278551,3524.15625278551,0,0,1.27690138496078
"8727",2013,2,5035.00265487743,0,0,0,1,0,1,101,2,28,6,2,23,1,10,46,21,5035.00265487743,5035.00265487743,0,0,1.19165776291851
"8728",2014,3,59187.8925671044,0,0,0,0,0,3,301,2,32,6,7,71,1,10,33,30,12559.9827500235,12313.7085784544,0,0,1.21815453926251
"8729",2007,1,61995.3779596079,0,1,11,0,0,2,201,2,52,1,6,62,1,10,72,40,36744.9808575184,36744.9808575184,0,0,1.06136944665247
"8730",2006,1,21760.7103705459,0,3,21,1,1,1,101,2,28,6,7,71,3,30,20,20,9131.72667335407,8160.2663889547,0,971.460284399369,1.0293781599299
"8731",2008,4,45729.3295164454,0,0,0,1,0,1,101,2,45,3,11,114,1,10,59,30,45729.3295164454,0,0,0,1.09339018368985
"8732",2013,4,63776.7002951142,0,1,11,3,2,2,201,2,34,1,6,63,1,10,72,40,31720.5167257278,30210.0159292646,0,0,1.19165776291851
"8733",2011,2,52044.7880825566,0,2,11,0,0,1,101,2,25,1,10,101,1,10,20,5,1489.24658711238,1489.24658711238,0,0,1.14151680098611
