"","YEAR","METRO","HHINCOME","SFRELATE","SPLOC","SPRULE","NCHILD","NCHLT5","RELATE","RELATED","SEX","AGE","MARST","EDUC","EDUCD","EMPSTAT","EMPSTATD","WKSWORK2","UHRSWORK","INCTOT","INCWAGE","INCSS","INCWELFR","PRICEINDEX"
"3757",2017,4,102510.604019892,0,0,0,0,0,3,301,2,28,6,8,81,1,10,72,40,16893.9921613693,16893.9921613693,0,0,1.30815734900926
"3758",2016,1,123737.041764469,0,1,11,3,0,2,201,2,42,1,11,114,1,10,72,50,56386.5000445682,56386.5000445682,0,0,1.27690138496078
"3759",2005,4,60200,0,2,11,2,0,1,101,2,42,1,6,62,1,10,72,40,30000,30000,0,0,1
"3760",2012,2,47114.2075455209,0,0,0,3,0,1,101,2,37,6,6,64,1,10,72,40,47114.2075455209,47114.2075455209,0,0,1.16737610299101
"3761",2017,4,29583.5971332575,0,0,0,0,0,1,101,2,25,6,7,71,1,10,72,40,29583.5971332575,29583.5971332575,0,0,1.30815734900926
"3762",2015,3,118004.375333392,0,2,11,3,1,1,101,2,34,1,7,71,1,10,72,40,30504.532399108,30504.532399108,0,0,1.24571652182123
"3763",2007,2,110234.942572555,0,2,21,0,0,1,101,2,27,6,10,101,1,10,72,50,67836.887736957,63125.9927552239,0,0,1.06136944665247
"3764",2016,4,31795.7208584648,0,0,0,5,1,1,101,2,35,6,7,71,1,10,72,32,28663.1375226555,21144.9375167131,0,0,1.27690138496078
"3765",2019,0,62807.1030248607,0,2,11,1,0,1,101,2,40,1,6,63,3,30,72,40,19052.2123362611,19052.2123362611,0,0,1.38041711565142
"3766",2008,2,14267.5508091309,0,0,0,0,0,1,101,2,39,6,6,63,1,10,72,40,14267.5508091309,14267.5508091309,0,0,1.09339018368985
"3767",2017,3,85998.8288757486,0,1,11,0,0,2,201,2,55,1,11,114,1,10,72,40,48159.3441704192,42043.8718948104,0,0,1.30815734900926
"3768",2010,3,8910.40506889455,0,0,0,2,0,1,101,2,37,6,7,71,1,10,72,25,8910.40506889455,8910.40506889455,0,0,1.12228343410662
"3769",2014,1,12313.7085784544,0,0,0,0,0,1,101,2,49,4,6,63,1,10,72,35,12313.7085784544,12313.7085784544,0,0,1.21815453926251
"3770",2013,3,10070.0053097549,0,0,0,1,0,1,101,2,31,6,6,65,3,30,7,50,10070.0053097549,8391.67109146239,0,1678.33421829248,1.19165776291851
"3771",2009,4,71775.1506973676,0,1,11,2,1,2,201,2,30,1,6,64,3,30,72,35,12560.6513720393,12560.6513720393,0,0,1.11459187786748
"3772",2018,3,88837.8673071573,0,0,0,0,0,3,301,2,28,6,11,114,3,30,46,15,7175.28023289378,7152.92733497199,0,0,1.34210786024119
"3773",2006,2,19992.652652939,0,0,0,1,0,1,101,2,46,4,7,71,1,10,72,40,17564.0019419406,17486.2851191886,0,0,1.0293781599299
"3774",2005,3,165000,0,1,11,0,0,2,201,2,32,1,10,101,1,10,59,32,40000,40000,0,0,1
"3775",2015,1,25848.577453981,0,0,0,0,0,1,101,2,42,4,6,63,1,10,72,40,25848.577453981,25848.577453981,0,0,1.24571652182123
"3776",2013,3,99357.3857229147,0,2,11,2,0,1,101,2,50,1,8,81,1,10,72,30,16783.3421829248,16783.3421829248,0,0,1.19165776291851
"3777",2006,3,59064.7852914816,0,0,0,1,0,1,101,2,54,4,6,62,1,10,72,72,1942.92056879874,0,0,0,1.0293781599299
"3778",2012,1,53967.1831885058,0,0,0,0,0,1,101,2,51,4,8,81,1,10,72,40,53967.1831885058,53967.1831885058,0,0,1.16737610299101
"3779",2008,2,118896.256742758,0,2,11,0,0,1,101,2,31,1,11,114,1,10,59,45,31095.9440711828,20120.904987236,0,0,1.09339018368985
"3780",2008,3,250322.349773022,0,1,11,2,2,2,201,2,37,1,11,114,3,30,20,20,19846.5290101373,17285.6865572163,0,0,1.09339018368985
"3781",2017,2,49688.2122393214,0,0,0,2,0,5,501,2,54,5,6,63,1,10,72,40,30577.361378044,30577.361378044,0,0,1.30815734900926
"3782",2008,4,56978.7445774909,0,1,11,2,0,2,201,2,31,1,8,81,1,10,72,40,31370.3200482815,31370.3200482815,0,0,1.09339018368985
"3783",2007,1,87622.6466602361,0,1,11,0,0,2,201,2,53,1,10,101,1,10,72,15,12248.3269525061,12248.3269525061,0,0,1.06136944665247
"3784",2019,4,242680.271203326,0,1,11,1,0,2,201,2,28,1,0,2,1,10,72,40,18110.4680002482,18110.4680002482,0,0,1.38041711565142
"3785",2016,3,58266.0500460538,2,2,11,1,1,4,401,2,32,1,11,114,1,10,46,50,37591.0000297121,37591.0000297121,0,0,1.27690138496078
"3786",2016,4,99851.0938289228,0,2,11,1,0,1,101,2,44,1,6,63,1,10,72,38,19187.0729318322,14096.625011142,0,0,1.27690138496078
"3787",2011,4,52561.644251025,0,0,0,0,0,3,301,2,27,4,6,63,1,10,33,40,7008.21923347,7008.21923347,0,0,1.14151680098611
"3788",2006,4,47698.699964009,0,1,11,2,1,2,201,2,32,1,7,71,1,10,7,30,3982.98716603741,3982.98716603741,0,0,1.0293781599299
"3789",2005,0,103300,0,1,11,2,0,2,201,2,45,1,6,62,1,10,72,40,18100,18100,0,0,1
"3790",2009,0,10838.0477553025,0,0,0,2,0,1,101,2,46,4,8,81,1,10,72,40,10838.0477553025,10766.2726046051,0,71.7751506973676,1.11459187786748
"3791",2012,4,109476.285896683,0,2,11,2,0,1,101,2,50,1,10,101,1,10,72,40,38547.9879917898,38547.9879917898,0,0,1.16737610299101
"3792",2010,3,44552.0253444727,0,0,0,0,0,1,101,2,34,6,10,101,1,10,72,50,44552.0253444727,39205.782303136,0,0,1.12228343410662
"3793",2006,4,88402.8858803426,0,1,41,2,0,10,1001,2,41,1,10,101,1,10,72,20,24286.5071099842,24286.5071099842,0,0,1.0293781599299
"3794",2011,3,47918.6990088512,0,3,21,0,0,1,101,2,52,6,8,81,1,10,72,50,23565.1371725429,0,0,0,1.14151680098611
"3795",2007,3,75374.31970773,0,1,11,2,1,2,201,2,31,1,6,62,1,10,72,24,23554.4749086656,23554.4749086656,0,0,1.06136944665247
"3796",2012,3,15847.5061744025,0,1,21,0,0,11,1114,2,52,4,6,63,1,10,72,25,10022.4768778654,0,0,0,1.16737610299101
"3797",2019,1,64690.5916968866,0,1,11,3,2,2,201,2,33,1,10,101,1,10,72,40,28469.6556963902,28252.3300803872,0,0,1.38041711565142
"3798",2007,3,85738.2886675429,0,1,11,0,0,2,201,2,31,1,10,101,1,10,46,35,28265.3698903987,28265.3698903987,0,0,1.06136944665247
"3799",2006,3,97146.0284399369,0,1,11,2,0,2,201,2,38,1,10,101,1,10,72,36,38858.4113759748,38858.4113759748,0,0,1.0293781599299
"3800",2011,1,37756.7811203196,0,0,0,0,0,3,302,2,44,4,8,81,1,10,72,40,26280.8221255125,26280.8221255125,0,0,1.14151680098611
"3801",2009,4,90705.8466937983,0,2,11,0,0,1,101,2,54,1,8,81,1,10,72,20,69083.5825462163,69083.5825462163,0,0,1.11459187786748
"3802",2019,2,78244.4659482723,0,2,11,0,0,1,101,2,35,1,10,101,1,10,72,38,56511.9043479745,56504.6601607744,0,0,1.38041711565142
"3803",2014,4,70598.5958498055,0,1,11,1,0,2,201,2,52,1,6,63,1,10,72,38,16418.2781046059,16418.2781046059,0,0,1.21815453926251
"3804",2019,4,35206.7497924825,0,1,11,3,0,2,201,2,43,1,6,64,1,10,72,20,4708.72168006453,4708.72168006453,0,0,1.38041711565142
"3805",2006,4,101031.869577534,0,2,11,0,0,1,101,2,26,1,7,71,1,10,46,40,40801.3319447735,40801.3319447735,0,0,1.0293781599299
"3806",2015,3,92075.5227941498,0,1,11,1,0,2,201,2,49,1,8,81,1,10,72,40,31066.4579959337,31066.4579959337,0,0,1.24571652182123
"3807",2009,4,56881.8069276638,0,0,0,1,0,1,101,2,51,4,10,101,1,10,72,32,56881.8069276638,34990.3859649667,0,0,1.11459187786748
"3808",2011,4,89792.8089288344,0,1,11,2,2,2,201,2,36,1,7,71,1,10,72,40,47305.4798259225,47305.4798259225,0,0,1.14151680098611
"3809",2018,4,106548.813427187,0,2,11,0,0,1,101,2,51,1,10,101,1,10,72,50,101333.137245437,101333.137245437,0,0,1.34210786024119
"3810",2015,3,99541.1057234052,0,2,11,3,0,1,101,2,50,1,8,81,1,10,72,45,36123.7883673648,36123.7883673648,0,0,1.24571652182123
"3811",2010,4,18711.8506446786,0,0,0,1,0,1,101,2,55,6,1,14,1,10,72,40,18711.8506446786,18711.8506446786,0,0,1.12228343410662
"3812",2013,4,93147.5491152325,0,1,11,1,1,2,201,2,43,1,11,114,1,10,20,40,31049.1830384108,31049.1830384108,0,0,1.19165776291851
"3813",2011,2,65702.0553137813,0,0,0,0,0,12,1241,2,26,6,10,101,1,10,72,40,26280.8221255125,26280.8221255125,0,0,1.14151680098611
"3814",2011,2,99867.1240769476,0,1,11,2,0,2,201,2,48,1,6,63,1,10,72,40,21024.65770041,21024.65770041,0,0,1.14151680098611
"3815",2018,3,90156.6882845428,0,2,11,3,2,1,101,2,34,1,10,101,1,10,46,40,19372.5115322158,19372.5115322158,0,0,1.34210786024119
"3816",2013,4,97343.3846609637,0,1,11,1,0,2,201,2,40,1,7,71,1,10,72,40,33566.6843658496,33566.6843658496,0,0,1.19165776291851
"3817",2007,4,75374.31970773,0,0,0,0,0,1,101,2,26,6,10,101,1,10,72,50,75374.31970773,75374.31970773,0,0,1.06136944665247
"3818",2008,1,32284.9066386104,0,2,11,0,0,1,101,2,45,1,8,81,1,10,72,44,10975.0390839469,0,0,0,1.09339018368985
"3819",2019,2,60126.753760824,0,0,0,1,0,1,101,2,48,4,11,114,1,10,72,40,60126.753760824,60126.753760824,0,0,1.38041711565142
"3820",2017,3,103198.594650898,0,2,11,2,2,1,101,2,31,1,10,101,1,10,72,24,38221.7017225549,38221.7017225549,0,0,1.30815734900926
"3821",2008,4,74996.1004069704,2,3,11,2,1,4,401,2,25,1,6,63,1,10,72,40,42985.5697454586,42985.5697454586,0,0,1.09339018368985
"3822",2012,4,62790.3893288488,0,0,0,0,0,1,101,2,54,4,8,81,1,10,72,40,62790.3893288488,59963.5368761175,0,0,1.16737610299101
"3823",2009,0,141755.922627301,0,1,11,0,0,2,201,2,55,1,6,63,1,10,59,40,17943.7876743419,17943.7876743419,0,0,1.11459187786748
"3824",2014,4,45166.6830657709,0,0,0,0,0,1,101,2,36,6,11,114,1,10,72,50,45166.6830657709,45150.2647876663,0,0,1.21815453926251
"3825",2009,4,42257.6199730752,0,1,11,0,0,2,201,2,54,1,11,114,1,10,72,32,30414.7201080095,30414.7201080095,0,0,1.11459187786748
"3826",2017,1,95248.4806926069,0,1,11,2,0,2,201,2,41,1,10,101,1,10,72,40,30577.361378044,30577.361378044,0,0,1.30815734900926
"3827",2007,2,41474.7194191784,0,0,0,2,0,1,101,2,47,2,7,71,1,10,72,40,32052.9294557122,32034.0858757853,0,0,1.06136944665247
"3828",2019,3,76063.9656010424,0,1,11,1,0,2,201,2,55,1,8,81,1,10,72,16,14488.3744001986,14488.3744001986,0,0,1.38041711565142
"3829",2012,3,63390.0246976099,0,0,0,3,0,1,101,2,45,2,10,101,1,10,72,36,63390.0246976099,63390.0246976099,0,0,1.16737610299101
"3830",2015,3,9633.01023129728,0,0,0,3,0,1,101,2,42,6,6,63,1,10,72,30,9633.01023129728,0,0,0,1.24571652182123
"3831",2014,0,69777.6819445752,1,0,0,2,1,3,301,2,38,4,6,63,3,30,20,40,20522.8476307574,9850.96686276356,0,0,1.21815453926251
"3832",2008,2,41339.3138828666,0,1,21,0,0,11,1114,2,41,3,3,30,2,20,7,24,1097.50390839469,1097.50390839469,0,0,1.09339018368985
"3833",2013,4,123441.481755412,0,1,11,3,0,2,201,2,48,1,10,101,1,10,7,30,12503.589926279,2517.50132743872,0,0,1.19165776291851
"3834",2008,4,80117.7853128123,1,0,0,1,0,3,301,2,35,2,7,71,1,10,72,35,15547.9720355914,15547.9720355914,0,0,1.09339018368985
"3835",2010,3,48561.7076254753,0,0,0,2,0,1,101,2,41,4,7,71,1,10,72,40,46779.6266116964,36532.6607824677,0,0,1.12228343410662
"3836",2006,4,33806.817897098,0,0,0,0,0,3,301,2,41,6,6,62,1,10,72,40,22343.5865411855,22343.5865411855,0,0,1.0293781599299
"3837",2011,3,37669.1783799013,0,2,11,1,0,1,101,2,45,1,8,81,1,10,72,40,35041.09616735,35041.09616735,0,0,1.14151680098611
"3838",2009,4,88821.7489879924,0,2,11,1,1,1,101,2,38,1,10,101,1,10,72,40,26018.4921277957,26018.4921277957,0,0,1.11459187786748
"3839",2014,4,108689.001052491,0,2,11,3,0,1,101,2,34,1,11,114,1,10,46,40,80777.9282746612,69777.6819445752,0,0,1.21815453926251
"3840",2013,4,113539.309867486,0,0,0,1,0,1,101,2,55,4,6,63,1,10,72,40,50350.0265487743,50350.0265487743,0,0,1.19165776291851
"3841",2005,3,2780,0,0,0,1,0,1,101,2,42,6,6,62,3,30,7,24,2200,2200,0,0,1
"3842",2008,3,54326.4434655371,0,1,11,0,0,2,201,2,51,1,6,63,1,10,46,30,8597.11394909173,8597.11394909173,0,0,1.09339018368985
"3843",2018,3,116980.165790688,0,0,0,0,0,1,101,2,34,6,11,115,1,10,72,40,67058.6937653624,67058.6937653624,0,0,1.34210786024119
"3844",2009,1,52216.4221323349,0,0,0,0,0,12,1241,2,52,4,8,81,1,10,72,60,20994.23157898,20994.23157898,0,0,1.11459187786748
"3845",2007,3,49558.6152078325,0,1,11,2,0,2,201,2,36,1,8,81,1,10,46,35,11871.4553539675,10363.9689598129,0,0,1.06136944665247
"3846",2007,3,72736.2185179595,0,0,0,2,0,1,101,2,50,4,10,101,1,10,72,32,65952.5297442638,65952.5297442638,0,0,1.06136944665247
"3847",2016,1,88495.4792366139,0,2,11,1,0,1,101,2,53,1,10,101,1,10,72,30,21928.0833506654,21928.0833506654,0,0,1.27690138496078
"3848",2005,3,243800,0,1,11,0,0,2,201,2,48,1,10,101,1,10,72,40,63000,63000,0,0,1
"3849",2012,4,59363.9015073563,0,2,11,0,0,1,101,2,50,1,6,64,1,10,72,40,30838.3903934319,30838.3903934319,0,0,1.16737610299101
"3850",2013,3,309652.663274962,0,2,11,2,0,1,101,2,55,1,11,115,1,10,72,50,49091.275885055,48671.6923304819,0,0,1.19165776291851
"3851",2009,1,64597.6356276308,0,0,0,1,0,1,101,2,41,4,10,101,1,10,72,40,64597.6356276308,64597.6356276308,0,0,1.11459187786748
"3852",2014,3,49911.565438002,0,0,0,2,0,1,101,2,47,4,10,101,1,10,72,40,42030.7919477912,41045.6952615148,0,0,1.21815453926251
"3853",2016,1,113556.145923089,0,1,11,1,0,2,201,2,48,1,8,81,1,10,72,40,54820.2083766635,54820.2083766635,0,0,1.27690138496078
"3854",2015,3,135183.243579205,0,0,0,0,0,7,701,2,55,6,2,26,1,10,72,40,9713.28531655809,9713.28531655809,0,0,1.24571652182123
"3855",2007,1,16959.2219342392,0,0,0,2,1,1,101,2,25,3,6,62,1,10,72,40,16959.2219342392,11306.1479561595,0,0,1.06136944665247
"3856",2014,1,294708.091977676,0,2,11,1,0,1,101,2,40,1,11,114,1,10,20,45,3283.65562092119,3283.65562092119,0,0,1.21815453926251
"3857",2006,3,66059.2993391571,0,1,11,2,0,2,201,2,49,1,10,101,1,10,72,22,10686.0631283931,10686.0631283931,0,0,1.0293781599299
"3858",2008,4,100604.52493618,1,0,0,1,0,3,301,2,26,6,7,71,2,20,46,40,13718.7988549336,13718.7988549336,0,0,1.09339018368985
"3859",2015,3,32912.7849569324,0,1,11,1,1,2,201,2,26,1,11,114,1,10,46,40,16857.7679047702,16857.7679047702,0,0,1.24571652182123
"3860",2013,0,92308.3820060863,0,0,0,2,0,1,101,2,49,3,8,81,1,10,72,40,29370.8488201184,29370.8488201184,0,0,1.19165776291851
"3861",2018,3,38745.0230644316,0,0,0,0,0,1,101,2,33,6,10,101,1,10,72,45,38745.0230644316,38745.0230644316,0,0,1.34210786024119
"3862",2005,1,68600,0,1,11,0,0,2,201,2,46,1,6,62,1,10,72,40,16600,16600,0,0,1
"3863",2016,3,119977.941761498,0,2,11,1,0,1,101,2,46,1,10,101,1,10,72,55,68133.6875538532,68133.6875538532,0,0,1.27690138496078
"3864",2018,3,28462.6900204094,0,1,11,1,0,2,201,2,33,1,6,64,3,30,33,35,2384.30911165733,2384.30911165733,0,0,1.34210786024119
"3865",2019,4,146332.581442005,0,2,11,2,0,1,101,2,43,1,11,114,1,10,72,35,37669.7734405162,37669.7734405162,0,0,1.38041711565142
"3866",2005,3,55000,0,0,0,0,0,1,101,2,27,6,11,115,1,14,72,80,55000,55000,0,0,1
"3867",2005,0,24000,0,1,11,0,0,2,201,2,50,1,6,62,1,10,72,45,24000,24000,0,0,1
"3868",2006,1,66447.8834529169,0,1,11,3,2,2,201,2,32,1,7,71,1,10,72,40,21372.1262567861,17680.5771760685,0,0,1.0293781599299
"3869",2019,3,89175.9444332221,0,2,11,1,0,1,101,2,40,1,10,101,1,10,72,40,37669.7734405162,37669.7734405162,0,0,1.38041711565142
"3870",2009,4,59995.0540891621,0,1,11,3,2,2,201,2,30,1,6,65,2,20,33,32,24017.7598021066,22070.8588394405,0,870.273702205582,1.11459187786748
"3871",2008,4,25096.2560386252,0,2,11,1,0,1,101,2,49,1,6,65,1,10,72,25,11889.6256742758,11889.6256742758,0,0,1.09339018368985
"3872",2006,4,71888.0610455533,0,1,11,2,0,2,201,2,37,1,6,62,3,30,33,15,3885.84113759748,3885.84113759748,0,0,1.0293781599299
"3873",2014,0,151869.072467605,0,1,11,0,0,2,201,2,45,1,6,65,1,10,72,39,19701.9337255271,19701.9337255271,0,0,1.21815453926251
"3874",2018,4,19096.8257911804,0,1,11,0,0,2,201,2,52,1,6,63,3,30,7,10,469.410856357537,469.410856357537,0,0,1.34210786024119
"3875",2011,0,193689.659065027,2,6,11,2,1,3,301,2,29,1,11,116,1,10,72,40,54313.6990593925,54313.6990593925,0,0,1.14151680098611
"3876",2015,4,52981.556272135,0,1,11,2,0,2,201,2,46,1,10,101,3,30,33,15,32110.0341043243,32110.0341043243,0,0,1.24571652182123
"3877",2013,3,99105.6355901708,0,0,0,0,0,9,901,2,29,3,6,65,1,10,72,3,839.167109146239,839.167109146239,0,0,1.19165776291851
"3878",2013,4,76364.2069323077,0,0,0,0,0,11,1115,2,26,6,8,81,1,10,72,30,9230.83820060863,9230.83820060863,0,0,1.19165776291851
"3879",2016,0,33518.64169316,0,1,11,1,0,2,201,2,32,1,6,63,1,10,72,50,24355.8354359176,24355.8354359176,0,0,1.27690138496078
"3880",2013,3,80560.0424780389,0,1,11,2,0,2,201,2,37,1,6,63,1,10,72,40,41958.3554573119,41958.3554573119,0,0,1.19165776291851
"3881",2009,1,95102.074674012,0,1,11,2,0,2,201,2,47,1,6,63,1,10,72,60,16149.4089069077,16149.4089069077,0,0,1.11459187786748
"3882",2019,4,50057.333552686,0,1,11,0,0,2,201,2,50,1,6,63,1,10,72,20,21732.5616002978,21732.5616002978,0,0,1.38041711565142
"3883",2014,4,35299.2979249027,0,1,11,0,0,2,201,2,28,1,6,64,1,10,33,60,9850.96686276356,9850.96686276356,0,0,1.21815453926251
"3884",2014,3,221646.75441218,0,1,11,1,1,2,201,2,29,1,10,101,1,10,20,40,53359.4038399693,53359.4038399693,0,0,1.21815453926251
"3885",2019,2,71717.4532809829,0,2,11,1,1,1,101,2,29,1,10,101,1,10,46,50,42740.7044805857,0,0,0,1.38041711565142
"3886",2013,2,59580.864749383,0,0,0,0,0,3,301,2,46,6,11,114,1,10,72,45,41958.3554573119,41958.3554573119,0,0,1.19165776291851
"3887",2009,2,118070.12289717,0,0,0,0,0,11,1115,2,30,6,7,71,1,10,72,40,29248.3739091773,29248.3739091773,0,0,1.11459187786748
"3888",2010,3,312755.217918199,0,1,11,1,0,2,201,2,54,1,11,114,1,10,46,40,53462.4304133673,53462.4304133673,0,0,1.12228343410662
"3889",2017,0,19263.7376681677,0,2,11,2,0,1,101,2,37,1,6,63,1,10,72,40,4586.60420670659,4586.60420670659,0,0,1.30815734900926
"3890",2012,0,21415.5488843277,0,0,0,0,0,1,101,2,54,4,8,81,1,10,72,40,21415.5488843277,21415.5488843277,0,0,1.16737610299101
"3891",2012,0,41974.4758132823,0,2,11,2,1,1,101,2,30,1,7,71,1,10,72,20,11992.7073752235,11992.7073752235,0,0,1.16737610299101
"3892",2008,1,41247.8552238337,0,1,11,1,0,2,201,2,54,1,6,65,1,10,20,29,4664.39161067743,4664.39161067743,0,0,1.09339018368985
"3893",2018,4,64078.3073757907,0,2,11,1,0,1,101,2,43,1,10,101,1,10,72,38,33529.3468826812,33529.3468826812,0,0,1.34210786024119
"3894",2019,3,43465.1232005957,0,2,11,1,1,1,101,2,27,1,7,71,1,10,46,40,21732.5616002978,21732.5616002978,0,0,1.38041711565142
"3895",2012,0,14219.9244591936,0,1,11,1,0,2,201,2,37,1,6,63,1,10,46,50,5054.06953670133,5054.06953670133,0,0,1.16737610299101
"3896",2015,3,19346.2955478554,0,1,11,3,0,2,201,2,50,1,4,40,1,10,72,40,15974.7419669013,15011.4409437716,0,0,1.24571652182123
"3897",2016,1,54428.6354596873,0,1,11,4,1,2,201,2,31,1,6,64,1,10,72,40,19187.0729318322,19187.0729318322,0,0,1.27690138496078
"3898",2018,1,44184.2282253999,0,0,0,0,0,11,1115,2,28,6,6,65,1,10,72,26,4694.10856357537,4694.10856357537,0,0,1.34210786024119
"3899",2019,2,202040.381010769,0,0,0,0,0,7,701,2,51,6,1,14,1,10,7,44,22456.9803203078,22456.9803203078,0,0,1.38041711565142
"3900",2007,0,47675.1993941356,0,1,11,0,0,2,201,2,46,1,10,101,1,10,20,20,3391.84438684785,3391.84438684785,0,0,1.06136944665247
"3901",2008,3,167460.804689223,0,1,11,0,0,2,201,2,53,1,10,101,1,10,72,45,62283.3468013986,61277.3015520368,0,0,1.09339018368985
"3902",2005,3,128000,0,2,11,2,0,1,101,2,37,1,10,101,1,10,72,42,28000,28000,0,0,1
"3903",2018,3,52678.3294356791,0,0,0,0,0,1,101,2,35,6,10,101,1,10,72,40,52678.3294356791,52156.7618175041,0,0,1.34210786024119
"3904",2019,2,44913.9606406155,0,1,11,1,0,2,201,2,49,1,6,63,1,10,72,42,8693.02464011913,8693.02464011913,0,0,1.38041711565142
"3905",2018,4,2160.78013243945,0,0,0,3,1,1,101,2,40,6,6,64,3,30,7,40,2160.78013243945,2160.78013243945,0,0,1.34210786024119
"3906",2005,3,21800,0,0,0,1,0,1,101,2,47,4,6,65,1,10,72,40,20600,17100,0,0,1
"3907",2005,1,54900,0,3,21,1,1,1,101,2,26,6,8,81,1,10,72,40,24900,19400,0,0,1
"3908",2010,4,53016.9101599226,0,1,11,2,0,2,201,2,44,1,5,50,1,10,72,20,7128.32405511564,7128.32405511564,0,0,1.12228343410662
"3909",2014,2,12559.9827500235,0,0,0,2,0,1,101,2,32,6,7,71,1,10,72,30,12559.9827500235,0,0,0,1.21815453926251
"3910",2006,4,49544.4745043678,0,2,11,1,0,1,101,2,33,1,8,81,1,10,72,36,49544.4745043678,49544.4745043678,0,0,1.0293781599299
"3911",2011,4,87602.740418375,0,1,21,0,0,11,1114,2,33,6,10,101,2,20,33,65,35041.09616735,35041.09616735,0,0,1.14151680098611
"3912",2007,3,113909.440658307,0,1,11,2,0,2,201,2,41,1,6,62,1,10,33,35,17807.1830309512,17807.1830309512,0,0,1.06136944665247
"3913",2012,4,27754.5513540887,0,1,11,0,0,2,201,2,28,1,8,81,1,10,72,32,10279.4634644773,10279.4634644773,0,0,1.16737610299101
"3914",2015,4,39254.5166925364,0,1,21,1,1,11,1114,2,25,6,7,71,2,20,72,40,22477.023873027,19266.0204625946,0,0,1.24571652182123
"3915",2009,2,49928.5892038563,0,10,21,5,3,1,101,2,27,3,6,64,1,10,33,30,7042.93666217919,6280.32568601966,0,762.610976159531,1.11459187786748
"3916",2017,1,34170.2013399641,0,0,0,1,0,1,101,2,47,4,6,63,1,10,72,40,30195.1443608184,30195.1443608184,0,0,1.30815734900926
"3917",2012,4,55680.427099252,0,2,21,0,0,1,101,2,27,6,10,101,1,10,72,40,31695.012348805,31695.012348805,0,0,1.16737610299101
"3918",2013,4,72839.7050738935,0,0,0,0,0,3,301,2,27,6,6,65,1,10,72,30,8139.92095871852,8139.92095871852,0,0,1.19165776291851
"3919",2005,4,138000,0,1,11,1,0,2,201,2,43,1,10,101,1,10,20,20,53000,0,13000,0,1
"3920",2006,3,125833.25063825,0,1,11,2,0,2,201,2,48,1,8,81,1,10,72,40,73879.554628572,73830.981614352,0,0,1.0293781599299
"3921",2007,3,523851.521968724,0,1,11,2,0,2,201,2,42,1,8,81,3,30,7,3,1884.35799269325,0,0,0,1.06136944665247
"3922",2014,2,90464.7123563787,0,2,11,2,0,1,101,2,52,1,6,63,1,10,72,40,34478.3840196725,34478.3840196725,0,0,1.21815453926251
"3923",2010,3,268559.608776482,0,2,11,0,0,1,101,2,48,1,6,63,1,10,72,50,90173.2992972128,89104.0506889455,0,0,1.12228343410662
"3924",2006,3,18263.4533467081,0,0,0,1,0,1,101,2,39,6,6,62,2,20,46,40,4857.30142199685,0,0,0,1.0293781599299
"3925",2009,1,28440.9034638319,0,4,21,2,0,1,101,2,32,6,6,63,1,10,72,40,21532.5452092103,21532.5452092103,0,0,1.11459187786748
"3926",2017,3,431140.79543042,0,2,11,3,0,1,101,2,50,1,10,101,1,10,46,45,68799.0631005989,68799.0631005989,0,0,1.30815734900926
"3927",2017,2,84087.7437896209,0,0,0,0,0,3,301,2,25,6,11,114,1,10,72,40,26755.1912057885,26755.1912057885,0,0,1.30815734900926
"3928",2012,3,93371.7931356687,0,1,11,0,0,2,201,2,55,1,6,63,1,10,72,40,45829.2746124612,45400.9636347747,0,0,1.16737610299101
"3929",2011,4,133156.16543593,0,2,11,3,0,1,101,2,47,1,11,114,1,12,7,24,3504.109616735,3504.109616735,0,0,1.14151680098611
"3930",2016,0,68916.8333878055,0,1,11,0,0,2,201,2,33,1,6,63,1,10,72,40,29759.5416901888,29759.5416901888,0,0,1.27690138496078
"3931",2008,3,144504.681271967,0,1,11,2,0,2,201,2,37,1,6,65,1,10,72,40,66764.8210940102,66764.8210940102,0,0,1.09339018368985
"3932",2016,3,116500.774258749,0,0,0,0,0,1,101,2,46,4,10,101,1,10,72,40,62651.6667161869,46988.7500371401,0,0,1.27690138496078
"3933",2016,3,166966.691798638,0,2,11,1,0,1,101,2,52,1,10,101,1,10,72,40,53253.9167087588,53253.9167087588,0,0,1.27690138496078
"3934",2019,0,15169.3279970079,0,0,0,0,0,3,301,2,38,4,6,63,1,10,7,20,362.209360004964,144.883744001986,0,217.325616002978,1.38041711565142
"3935",2009,0,65315.3871346045,0,1,11,0,0,2,201,2,41,1,6,63,1,10,72,40,29876.4064777793,29876.4064777793,0,0,1.11459187786748
"3936",2012,4,68529.7564298486,0,1,11,2,0,2,201,2,40,1,7,71,1,10,72,30,21415.5488843277,21415.5488843277,0,0,1.16737610299101
"3937",2006,2,77716.8227519495,0,1,11,1,1,2,201,2,39,1,6,65,1,10,72,40,43715.7127979716,43715.7127979716,0,0,1.0293781599299
"3938",2005,3,104000,0,1,11,2,0,2,201,2,35,1,6,62,1,10,72,38,38900,38900,0,0,1
"3939",2019,2,261877.367283589,0,1,11,0,0,2,201,2,36,1,11,116,1,10,72,40,27890.1207203822,27890.1207203822,0,0,1.38041711565142
"3940",2007,3,159416.686181849,0,1,11,2,1,2,201,2,38,1,10,101,1,10,59,30,78295.0745964045,78200.8566967699,0,0,1.06136944665247
